Date,Markowitz MVO,Random Forest,Equal Weight
2017-02-10,1.654967,1.714005,1.373554
2017-02-13,1.649251,1.705471,1.379044
2017-02-14,1.658578,1.708836,1.382603
2017-02-15,1.665900,1.718051,1.389627
2017-02-16,1.663232,1.715119,1.389469
2017-02-17,1.653947,1.721772,1.389088
2017-02-21,1.676521,1.741400,1.399305
2017-02-22,1.676095,1.738997,1.398288
2017-02-23,1.653739,1.703582,1.391816
2017-02-24,1.663048,1.705089,1.393202
2017-02-27,1.675366,1.720668,1.399352
2017-02-28,1.665206,1.704474,1.394281
2017-03-01,1.692254,1.725453,1.414481
2017-03-02,1.671688,1.696389,1.400996
2017-03-03,1.675252,1.699358,1.402690
2017-03-06,1.670757,1.696464,1.399734
2017-03-07,1.673616,1.694986,1.399196
2017-03-08,1.673837,1.683303,1.393284
2017-03-09,1.678286,1.679133,1.391132
2017-03-10,1.686418,1.685264,1.395668
2017-03-13,1.697298,1.696763,1.399435
2017-03-14,1.694704,1.691224,1.395805
2017-03-15,1.712532,1.705337,1.410558
2017-03-16,1.714765,1.709207,1.409585
2017-03-17,1.714803,1.710758,1.409435
2017-03-20,1.724980,1.725288,1.414326
2017-03-21,1.701539,1.690613,1.395536
2017-03-22,1.709853,1.691028,1.396323
2017-03-23,1.700138,1.686286,1.394432
2017-03-24,1.698899,1.681566,1.390481
2017-03-27,1.702331,1.673686,1.387801
2017-03-28,1.711318,1.684916,1.397803
2017-03-29,1.704734,1.679580,1.395559
2017-03-30,1.715061,1.690266,1.403485
2017-03-31,1.708731,1.681425,1.397799
2017-04-03,1.710268,1.681242,1.397181
2017-04-04,1.688118,1.658198,1.396052
2017-04-05,1.684485,1.651114,1.391605
2017-04-06,1.687900,1.653111,1.396701
2017-04-07,1.687159,1.652788,1.396068
2017-04-10,1.676028,1.645653,1.396660
2017-04-11,1.674287,1.647820,1.395996
2017-04-12,1.675078,1.643254,1.392867
2017-04-13,1.663110,1.628954,1.381414
2017-04-17,1.686998,1.651607,1.395293
2017-04-18,1.677739,1.640822,1.387886
2017-04-19,1.676072,1.636149,1.382063
2017-04-20,1.692493,1.646230,1.393115
2017-04-21,1.694203,1.639664,1.391017
2017-04-24,1.710375,1.660081,1.410490
2017-04-25,1.724476,1.670784,1.425867
2017-04-26,1.720533,1.665470,1.423995
2017-04-27,1.728249,1.664864,1.422384
2017-04-28,1.723337,1.652796,1.417876
2017-05-01,1.739694,1.661949,1.423918
2017-05-02,1.729345,1.651339,1.420453
2017-05-03,1.724762,1.654666,1.420319
2017-05-04,1.726639,1.652449,1.418907
2017-05-05,1.732791,1.660972,1.426356
2017-05-08,1.737081,1.661664,1.427996
2017-05-09,1.735328,1.662315,1.424290
2017-05-10,1.793402,1.714772,1.443403
2017-05-11,1.808349,1.728225,1.447583
2017-05-12,1.812574,1.734201,1.447080
2017-05-15,1.838312,1.756636,1.458755
2017-05-16,1.843484,1.763852,1.461500
2017-05-17,1.797236,1.721221,1.433051
2017-05-18,1.821300,1.742618,1.440032
2017-05-19,1.835773,1.757101,1.450141
2017-05-22,1.853521,1.767379,1.457470
2017-05-23,1.852837,1.762446,1.462199
2017-05-24,1.857710,1.764396,1.468226
2017-05-25,1.867812,1.772188,1.473720
2017-05-26,1.875246,1.780370,1.476491
2017-05-30,1.881375,1.795488,1.476216
2017-05-31,1.872105,1.802072,1.470292
2017-06-01,1.886029,1.811221,1.479792
2017-06-02,1.898365,1.811762,1.486013
2017-06-05,1.908625,1.822465,1.486724
2017-06-06,1.912544,1.823863,1.488932
2017-06-07,1.922166,1.833618,1.491520
2017-06-08,1.942027,1.863448,1.497800
2017-06-09,1.906136,1.847577,1.497875
2017-06-12,1.897004,1.846270,1.495765
2017-06-13,1.909857,1.852527,1.500942
2017-06-14,1.914199,1.858294,1.501393
2017-06-15,1.912874,1.853712,1.501926
2017-06-16,1.913593,1.849476,1.504088
2017-06-19,1.940999,1.879360,1.517812
2017-06-20,1.934544,1.870209,1.508848
2017-06-21,1.947552,1.869685,1.503224
2017-06-22,1.949434,1.864207,1.500747
2017-06-23,1.942905,1.850517,1.501254
2017-06-26,1.937208,1.854109,1.502648
2017-06-27,1.907949,1.829219,1.488929
2017-06-28,1.927750,1.850617,1.503487
2017-06-29,1.899489,1.832320,1.488574
2017-06-30,1.895601,1.825127,1.490790
2017-07-03,1.889783,1.815687,1.496062
2017-07-05,1.905389,1.824493,1.499196
2017-07-06,1.891393,1.812567,1.488337
2017-07-07,1.908419,1.823277,1.495843
2017-07-10,1.919499,1.836370,1.499351
2017-07-11,1.919646,1.837515,1.498907
2017-07-12,1.946662,1.860737,1.510891
2017-07-13,1.941200,1.859618,1.512535
2017-07-14,1.961114,1.876645,1.520802
2017-07-17,1.959006,1.876199,1.521135
2017-07-18,1.979053,1.884074,1.523030
2017-07-19,1.986577,1.888998,1.529586
2017-07-20,1.995588,1.902684,1.531821
2017-07-21,1.992258,1.903359,1.528685
2017-07-24,1.988316,1.890158,1.528416
2017-07-25,1.985784,1.893224,1.540355
2017-07-26,1.992219,1.904311,1.543892
2017-07-27,1.969501,1.918076,1.543888
2017-07-28,1.983971,1.924726,1.545186
2017-07-31,1.978893,1.922686,1.543724
2017-08-01,1.986425,1.929504,1.550335
