Date,Markowitz MVO,Random Forest,Equal Weight,Risk Parity
2016-02-26,-0.005889,-0.004283,-0.003734,-0.004615
2016-02-29,-0.009127,-0.006616,-0.008002,-0.007810
2016-03-01,0.030962,0.022907,0.029608,0.027768
2016-03-02,0.002124,0.007986,0.004558,0.004665
2016-03-03,-0.002228,-0.003735,0.005609,0.005543
2016-03-04,0.000068,-0.000345,0.005322,0.005498
2016-03-07,-0.006561,-0.001209,0.000135,0.000449
2016-03-08,-0.003276,-0.003380,-0.008258,-0.006913
2016-03-09,0.006396,0.002614,0.004017,0.004034
2016-03-10,-0.000955,-0.002745,-0.000898,-0.000361
2016-03-11,0.015225,0.007543,0.011384,0.010320
2016-03-14,0.001223,-0.000593,-0.001362,-0.001467
2016-03-15,0.003002,0.000917,0.000892,0.000942
2016-03-16,0.010142,0.009076,0.006275,0.005623
2016-03-17,-0.001629,0.003270,0.009000,0.009579
2016-03-18,0.007071,0.005679,0.005772,0.004581
2016-03-21,0.001798,0.001826,0.000525,0.000572
2016-03-22,0.003682,-0.001137,-0.000771,-0.000935
2016-03-23,0.006888,0.004894,-0.001349,-0.001214
2016-03-24,-0.001813,0.002629,0.000149,0.000420
2016-03-28,-0.000491,-0.000416,0.001654,0.001640
2016-03-29,0.014473,0.010617,0.009608,0.009597
2016-03-30,0.005379,0.002087,0.005374,0.004852
2016-03-31,-0.003580,-0.003306,-0.002432,-0.002568
2016-04-01,0.009352,0.010282,0.008130,0.007928
2016-04-04,-0.002068,-0.005495,-0.003311,-0.002749
2016-04-05,-0.009075,-0.005279,-0.008936,-0.008434
2016-04-06,0.006808,0.002180,0.005204,0.005098
2016-04-07,-0.010950,-0.017035,-0.014281,-0.013747
2016-04-08,-0.000539,0.001832,0.003296,0.003411
2016-04-11,0.002083,0.000902,0.000696,-0.000277
2016-04-12,0.005470,0.006654,0.008394,0.007911
2016-04-13,0.012072,0.013144,0.013136,0.010285
2016-04-14,0.000875,0.002817,0.001656,0.001285
2016-04-15,-0.001611,-0.000588,-0.000830,-0.000247
2016-04-18,-0.000107,0.003404,0.003189,0.003319
2016-04-19,0.002416,0.006625,0.008851,0.009146
2016-04-20,0.003946,0.001480,-0.001789,-0.003957
2016-04-21,-0.003480,-0.011192,-0.008114,-0.008989
2016-04-22,-0.013823,0.003009,-0.000383,0.001265
2016-04-25,0.001030,-0.000615,-0.000734,-0.000101
2016-04-26,-0.004129,-0.004075,-0.000920,-0.001866
2016-04-27,-0.011895,0.012539,0.000320,0.000640
2016-04-28,-0.017589,-0.013411,-0.010748,-0.009703
2016-04-29,-0.007214,-0.003900,-0.003267,-0.002700
2016-05-02,0.005923,0.008975,0.007058,0.006791
2016-05-03,-0.001287,-0.007662,-0.008041,-0.007312
2016-05-04,-0.010004,-0.005907,-0.007295,-0.005863
2016-05-05,0.003487,-0.000982,-0.000709,-0.000537
2016-05-06,0.001667,0.006851,0.004405,0.004534
2016-05-09,0.000763,-0.004186,-0.003149,-0.002508
2016-05-10,0.012339,0.013195,0.013194,0.012355
2016-05-11,-0.006964,-0.002689,-0.006628,-0.006723
2016-05-12,-0.006741,-0.002345,-0.001056,-0.000267
2016-05-13,0.026074,0.022026,0.001018,-0.001405
2016-05-16,0.019022,0.015586,0.012162,0.011518
2016-05-17,-0.005345,-0.007081,-0.006395,-0.007096
2016-05-18,0.006579,0.003097,0.003451,0.001319
2016-05-19,-0.003049,-0.005118,-0.006786,-0.006274
2016-05-20,0.009554,0.006292,0.003687,0.002934
2016-05-23,-0.001197,-0.001860,-0.000562,-0.000727
2016-05-24,0.016422,0.017094,0.012867,0.012006
2016-05-25,0.005327,0.007150,0.008052,0.007438
2016-05-26,0.000547,0.001885,-0.001914,-0.001484
2016-05-27,0.003718,0.004834,0.004128,0.004028
2016-05-31,0.001984,0.006308,-0.000186,-0.000782
2016-06-01,-0.000713,0.002008,0.001214,0.001310
2016-06-02,0.005246,0.004518,0.002904,0.003074
2016-06-03,-0.001509,0.001634,-0.000521,0.000702
2016-06-06,0.005418,0.003063,0.006567,0.006365
2016-06-07,-0.001012,0.005200,0.001990,0.002342
2016-06-08,0.005069,0.004411,0.004806,0.004861
2016-06-09,0.009185,0.008616,0.003523,0.004024
2016-06-10,-0.008783,-0.003072,-0.005696,-0.004080
2016-06-13,-0.006208,-0.002232,-0.006665,-0.006555
2016-06-14,0.000446,0.001006,-0.002744,-0.001815
2016-06-15,0.000017,0.000832,-0.000362,-0.000732
2016-06-16,0.005826,0.005417,0.005921,0.006030
2016-06-17,-0.011636,-0.003858,-0.005219,-0.005215
2016-06-20,0.007199,0.005090,0.004958,0.004539
2016-06-21,0.001588,0.000159,0.003259,0.003007
2016-06-22,-0.001952,0.001751,-0.001299,-0.001145
2016-06-23,0.012280,0.015592,0.013514,0.012471
2016-06-24,-0.030129,-0.035400,-0.037205,-0.034245
2016-06-27,-0.007274,-0.014114,-0.013599,-0.012215
2016-06-28,0.015437,0.013275,0.017088,0.016133
2016-06-29,0.011908,0.016313,0.015699,0.014872
2016-06-30,0.011553,0.011261,0.013313,0.013361
2016-07-01,-0.001725,-0.001531,0.000093,0.000300
2016-07-05,0.005011,-0.003846,-0.004137,-0.002493
2016-07-06,0.004419,0.003561,0.004768,0.004011
2016-07-07,0.001764,0.005074,-0.001013,-0.002181
2016-07-08,0.013285,0.022465,0.016357,0.014922
